1,4.5,2,-1,1,22.5,31.5
1,4.5,2,-1,1,54,54
1,4.5,2,-1,1,67.5,67.5
1,4.5,2,-1,1,81,81
1,4.5,2,-1,1,103.5,112.5
1,4.5,2,-1,1,135,135
1,4.5,2,-1,1,148.5,153
1,4.5,2,-1,1,175.5,180
1,4.5,2,-1,1,202.5,202.5
1,4.5,2,-1,1,220.5,225
1,4.5,2,-1,1,243,243
1,4.5,2,-1,1,265.5,270
1,4.5,2,-1,1,297,297
1,4.5,2,-1,1,310.5,310.5
1,4.5,2,-1,1,342,346.5
1,4.5,2,-1,1,364.5,364.5
1,4.5,2,-1,1,378,378
1,4.5,2,-1,1,391.5,391.5
1,4.5,2,-1,1,414,423
1,4.5,2,-1,1,441,445.5
1,4.5,2,-1,1,459,468
1,4.5,2,-1,1,486,486
1,4.5,2,-1,1,508.5,508.5
1,4.5,2,-1,1,535.5,535.5
1,4.5,2,-1,1,562.5,562.5
1,4.5,2,-1,1,576,585
1,4.5,2,-1,1,603,603
1,4.5,2,-1,1,621,621
1,4.5,2,-1,1,630,630
1,4.5,2,-1,1,643.5,643.5
1,4.5,2,-1,1,652.5,666
1,4.5,2,-1,1,684,684
1,4.5,2,-1,1,697.5,702
1,4.5,2,-1,1,711,711
1,4.5,2,-1,1,724.5,724.5
1,4.5,2,-1,1,733.5,733.5
1,4.5,2,-1,1,751.5,751.5
1,4.5,2,-1,1,774,778.5
1,4.5,2,-1,1,819,823.5
1,4.5,2,-1,1,846,846
1,4.5,2,-1,1,873,873
1,4.5,2,-1,1,886.5,895.5
1,4.5,2,-1,1,913.5,913.5
1,4.5,2,-1,1,927,931.5
1,4.5,2,-1,1,940.5,940.5
1,4.5,2,-1,1,954,954
1,4.5,2,-1,1,967.5,976.5
1,4.5,2,-1,1,994.5,994.5
1,4.5,2,-1,1,1012.5,1021.5
1,4.5,2,-1,1,1035,1035
1,4.5,2,-1,1,1057.5,1062
1,4.5,2,-1,1,1084.5,1089
1,4.5,2,-1,1,1129.5,1134
1,4.5,2,-1,1,1152,1156.5
1,4.5,2,-1,1,1170,1179
1,4.5,2,-1,1,1192.5,1192.5
1,4.5,2,-1,1,1206,1206
1,4.5,2,-1,1,1215,1219.5
1,4.5,2,-1,1,1251,1260
1,4.5,2,-1,1,1273.5,1273.5
1,4.5,2,-1,1,1282.5,1287
1,4.5,2,-1,1,1300.5,1300.5
1,4.5,2,-1,1,1323,1332
1,4.5,2,-1,1,1354.5,1354.5
1,4.5,2,-1,1,1368,1372.5
1,4.5,2,-1,1,1395,1395
1,4.5,2,-1,1,1422,1422
1,4.5,2,-1,1,1435.5,1444.5
1,4.5,2,-1,1,1462.5,1462.5
1,4.5,2,-1,1,1480.5,1489.5
1,4.5,2,-1,1,1503,1503
1,4.5,2,-1,1,1516.5,1516.5
1,4.5,2,-1,1,1525.5,1530
1,4.5,2,-1,1,1543.5,1543.5
1,4.5,2,-1,1,1561.5,1570.5
1,4.5,2,-1,1,1584,1584
1,4.5,2,-1,1,1597.5,1597.5
1,4.5,2,-1,1,1606.5,1611
1,4.5,2,-1,1,1638,1638
1,4.5,2,-1,1,1683,1683
1,4.5,2,-1,1,1705.5,1705.5
1,4.5,2,-1,1,1723.5,1732.5
1,4.5,2,-1,1,1746,1746
1,4.5,2,-1,1,1755,1755
1,4.5,2,-1,1,1768.5,1773
1,4.5,2,-1,1,1795.5,1804.5
1,4.5,2,-1,1,1813.5,1813.5
1,4.5,2,-1,1,1827,1827
1,4.5,2,-1,1,1836,1840.5
1,4.5,2,-1,1,1849.5,1849.5
1,4.5,2,-1,1,1876.5,1881
1,4.5,2,-1,1,1903.5,1903.5
1,4.5,2,-1,1,1921.5,1926
1,4.5,2,-1,1,1944,1944
1,4.5,2,-1,1,1971,1971
1,4.5,2,-1,1,1993.5,1998
1,4.5,2,-1,1,2011.5,2011.5
1,4.5,2,-1,1,2034,2043
1,4.5,2,-1,1,2065.5,2065.5
1,4.5,2,-1,1,2079,2083.5
1,4.5,2,-1,1,2092.5,2092.5
1,4.5,2,-1,1,2106,2106
1,4.5,2,-1,1,2115,2115
1,4.5,2,-1,1,2124,2124
1,4.5,2,-1,1,2133,2133
1,4.5,2,-1,1,2146.5,2146.5
1,4.5,2,-1,1,2160,2160
1,4.5,2,-1,1,2187,2191.5
1,4.5,2,-1,1,2214,2214
1,4.5,2,-1,1,2232,2236.5
1,4.5,2,-1,1,2254.5,2254.5
